unix_time, readable_time, sample_index, sequence, D0, D1, D2, D3, A1_(EMG), A2_(EDA), A3_(ECG), A4, A5, A6
1769151046.738024,2026-01-23 15:50:46.738,574,14,1,1,0,0,510,1020,471,2,0,0
1769151046.739024,2026-01-23 15:50:46.739,575,15,1,1,0,0,512,1020,471,2,0,0
1769151046.740024,2026-01-23 15:50:46.740,576,0,1,1,0,0,512,1020,472,2,0,0
1769151046.741024,2026-01-23 15:50:46.741,577,1,1,1,0,0,510,1020,471,2,0,0
1769151046.742024,2026-01-23 15:50:46.742,578,2,1,1,0,0,510,1020,471,2,0,0
1769151046.743024,2026-01-23 15:50:46.743,579,3,1,1,0,0,511,1020,470,2,0,0
1769151046.744024,2026-01-23 15:50:46.744,580,4,1,1,0,0,513,1020,470,2,0,0
1769151046.745024,2026-01-23 15:50:46.745,581,5,1,1,0,0,512,1020,469,2,0,0
1769151046.746024,2026-01-23 15:50:46.746,582,6,1,1,0,0,510,1020,469,2,0,0
1769151046.747024,2026-01-23 15:50:46.747,583,7,1,1,0,0,512,1020,468,2,0,0
1769151046.748024,2026-01-23 15:50:46.748,584,8,1,1,0,0,511,1020,468,2,0,0
1769151046.749024,2026-01-23 15:50:46.749,585,9,1,1,0,0,511,1020,469,2,0,0
1769151046.750024,2026-01-23 15:50:46.750,586,10,1,1,0,0,510,1020,469,2,0,0
1769151046.751024,2026-01-23 15:50:46.751,587,11,1,1,0,0,513,1020,469,2,0,0
1769151046.752024,2026-01-23 15:50:46.752,588,12,1,1,0,0,512,1020,471,2,0,0
1769151046.753024,2026-01-23 15:50:46.753,589,13,1,1,0,0,512,1020,472,2,0,0
1769151046.754024,2026-01-23 15:50:46.754,590,14,1,1,0,0,513,1020,473,2,0,0
1769151046.755024,2026-01-23 15:50:46.755,591,15,1,1,0,0,511,1020,473,2,0,0
1769151046.756024,2026-01-23 15:50:46.756,592,0,1,1,0,0,512,1020,474,2,0,0
1769151046.757024,2026-01-23 15:50:46.757,593,1,1,1,0,0,509,1020,474,2,0,0
1769151046.758024,2026-01-23 15:50:46.758,594,2,1,1,0,0,510,1020,474,2,0,0
1769151046.759024,2026-01-23 15:50:46.759,595,3,1,1,0,0,511,1020,475,2,0,0
1769151046.760024,2026-01-23 15:50:46.760,596,4,1,1,0,0,512,1020,474,2,0,0
1769151046.761024,2026-01-23 15:50:46.761,597,5,1,1,0,0,511,1020,474,2,0,0
1769151046.762024,2026-01-23 15:50:46.762,598,6,1,1,0,0,511,1020,474,2,0,0
1769151046.763024,2026-01-23 15:50:46.763,599,7,1,1,0,0,512,1020,474,2,0,0
1769151046.764024,2026-01-23 15:50:46.764,600,8,1,1,0,0,513,1020,474,2,0,0
1769151046.765024,2026-01-23 15:50:46.765,601,9,1,1,0,0,513,1020,474,2,0,0
1769151046.766024,2026-01-23 15:50:46.766,602,10,1,1,0,0,511,1020,474,2,0,0
1769151046.767024,2026-01-23 15:50:46.767,603,11,1,1,0,0,511,1020,474,2,0,0
1769151046.768024,2026-01-23 15:50:46.768,604,12,1,1,0,0,514,1020,475,2,0,0
1769151046.769024,2026-01-23 15:50:46.769,605,13,1,1,0,0,513,1020,476,2,0,0
1769151046.770024,2026-01-23 15:50:46.770,606,14,1,1,0,0,511,1020,476,2,0,0
1769151046.771024,2026-01-23 15:50:46.771,607,15,1,1,0,0,511,1020,477,2,0,0
1769151046.772024,2026-01-23 15:50:46.772,608,0,1,1,0,0,511,1020,478,2,0,0
1769151046.773024,2026-01-23 15:50:46.773,609,1,1,1,0,0,512,1020,479,2,0,0
1769151046.774024,2026-01-23 15:50:46.774,610,2,1,1,0,0,512,1020,478,2,0,0
1769151046.775024,2026-01-23 15:50:46.775,611,3,1,1,0,0,511,1020,479,2,0,0
1769151046.776024,2026-01-23 15:50:46.776,612,4,1,1,0,0,510,1020,479,2,0,0
1769151046.777024,2026-01-23 15:50:46.777,613,5,1,1,0,0,509,1020,479,2,0,0
1769151046.778024,2026-01-23 15:50:46.778,614,6,1,1,0,0,509,1020,479,2,0,0
1769151046.779024,2026-01-23 15:50:46.779,615,7,1,1,0,0,512,1020,479,2,0,0
1769151046.780024,2026-01-23 15:50:46.780,616,8,1,1,0,0,512,1020,478,2,0,0
1769151046.781024,2026-01-23 15:50:46.781,617,9,1,1,0,0,514,1020,479,2,0,0
1769151046.782024,2026-01-23 15:50:46.782,618,10,1,1,0,0,511,1020,478,2,0,0
1769151046.783024,2026-01-23 15:50:46.783,619,11,1,1,0,0,514,1020,478,2,0,0
1769151046.784024,2026-01-23 15:50:46.784,620,12,1,1,0,0,511,1020,478,2,0,0
1769151046.785024,2026-01-23 15:50:46.785,621,13,1,1,0,0,511,1020,479,2,0,0
1769151046.786024,2026-01-23 15:50:46.786,622,14,1,1,0,0,512,1020,480,2,0,0
1769151046.787024,2026-01-23 15:50:46.787,623,15,1,1,0,0,514,1020,481,2,0,0
1769151046.788024,2026-01-23 15:50:46.788,624,0,1,1,0,0,511,1020,482,2,0,0
1769151046.789024,2026-01-23 15:50:46.789,625,1,1,1,0,0,513,1020,482,2,0,0
1769151046.790024,2026-01-23 15:50:46.790,626,2,1,1,0,0,511,1020,483,2,0,0
1769151046.791024,2026-01-23 15:50:46.791,627,3,1,1,0,0,509,1020,483,2,0,0
1769151046.792024,2026-01-23 15:50:46.792,628,4,1,1,0,0,509,1020,484,2,0,0
1769151046.793024,2026-01-23 15:50:46.793,629,5,1,1,0,0,510,1020,484,2,0,0
1769151046.794024,2026-01-23 15:50:46.794,630,6,1,1,0,0,512,1020,484,2,0,0
1769151046.795024,2026-01-23 15:50:46.795,631,7,1,1,0,0,513,1020,483,2,0,0
1769151046.796024,2026-01-23 15:50:46.796,632,8,1,1,0,0,512,1020,483,2,0,0
1769151046.797024,2026-01-23 15:50:46.797,633,9,1,1,0,0,511,1020,483,2,0,0
1769151046.798024,2026-01-23 15:50:46.798,634,10,1,1,0,0,511,1020,483,2,0,0
1769151046.799024,2026-01-23 15:50:46.799,635,11,1,1,0,0,513,1020,483,2,0,0
1769151046.800024,2026-01-23 15:50:46.800,636,12,1,1,0,0,512,1020,483,2,0,0
1769151046.801024,2026-01-23 15:50:46.801,637,13,1,1,0,0,513,1020,483,2,0,0
1769151046.802024,2026-01-23 15:50:46.802,638,14,1,1,0,0,512,1020,484,2,0,0
1769151046.803024,2026-01-23 15:50:46.803,639,15,1,1,0,0,510,1020,485,2,0,0
1769151046.804024,2026-01-23 15:50:46.804,640,0,1,1,0,0,511,1020,486,2,0,0
1769151046.805024,2026-01-23 15:50:46.805,641,1,1,1,0,0,512,1020,486,2,0,0
1769151046.806024,2026-01-23 15:50:46.806,642,2,1,1,0,0,511,1020,487,2,0,0
1769151046.807024,2026-01-23 15:50:46.807,643,3,1,1,0,0,511,1020,486,2,0,0
1769151046.808024,2026-01-23 15:50:46.808,644,4,1,1,0,0,510,1020,486,2,0,0
1769151046.809024,2026-01-23 15:50:46.809,645,5,1,1,0,0,511,1020,487,2,0,0
1769151046.810024,2026-01-23 15:50:46.810,646,6,1,1,0,0,508,1020,486,2,0,0
1769151046.811024,2026-01-23 15:50:46.811,647,7,1,1,0,0,512,1020,486,2,0,0
1769151046.812024,2026-01-23 15:50:46.812,648,8,1,1,0,0,511,1020,486,2,0,0
1769151046.813024,2026-01-23 15:50:46.813,649,9,1,1,0,0,510,1020,485,2,0,0
1769151046.814024,2026-01-23 15:50:46.814,650,10,1,1,0,0,512,1020,484,2,0,0
1769151046.815024,2026-01-23 15:50:46.815,651,11,1,1,0,0,511,1020,484,2,0,0
1769151046.816024,2026-01-23 15:50:46.816,652,12,1,1,0,0,512,1020,484,2,0,0
1769151046.817024,2026-01-23 15:50:46.817,653,13,1,1,0,0,512,1020,484,2,0,0
1769151046.818024,2026-01-23 15:50:46.818,654,14,1,1,0,0,513,1020,485,2,0,0
1769151046.819024,2026-01-23 15:50:46.819,655,15,1,1,0,0,510,1020,487,2,0,0
1769151046.820024,2026-01-23 15:50:46.820,656,0,1,1,0,0,510,1020,487,2,0,0
1769151046.821024,2026-01-23 15:50:46.821,657,1,1,1,0,0,510,1020,488,2,0,0
1769151046.822024,2026-01-23 15:50:46.822,658,2,1,1,0,0,508,1020,489,2,0,0
1769151046.823024,2026-01-23 15:50:46.823,659,3,1,1,0,0,509,1020,489,2,0,0
1769151046.824024,2026-01-23 15:50:46.824,660,4,1,1,0,0,512,1020,489,2,0,0
1769151046.825024,2026-01-23 15:50:46.825,661,5,1,1,0,0,512,1020,489,2,0,0
1769151046.826024,2026-01-23 15:50:46.826,662,6,1,1,0,0,514,1020,489,2,0,0
1769151046.827024,2026-01-23 15:50:46.827,663,7,1,1,0,0,513,1020,489,2,0,0
1769151046.828024,2026-01-23 15:50:46.828,664,8,1,1,0,0,512,1020,489,2,0,0
1769151046.829024,2026-01-23 15:50:46.829,665,9,1,1,0,0,511,1020,488,2,0,0
1769151046.830024,2026-01-23 15:50:46.830,666,10,1,1,0,0,512,1020,487,2,0,0
1769151046.831024,2026-01-23 15:50:46.831,667,11,1,1,0,0,511,1020,487,2,0,0
1769151046.832024,2026-01-23 15:50:46.832,668,12,1,1,0,0,511,1020,487,2,0,0
1769151046.833024,2026-01-23 15:50:46.833,669,13,1,1,0,0,511,1020,487,2,0,0
1769151046.834024,2026-01-23 15:50:46.834,670,14,1,1,0,0,512,1020,488,2,0,0
1769151046.835024,2026-01-23 15:50:46.835,671,15,1,1,0,0,512,1020,489,2,0,0
1769151046.836024,2026-01-23 15:50:46.836,672,0,1,1,0,0,514,1020,490,2,0,0
1769151046.837024,2026-01-23 15:50:46.837,673,1,1,1,0,0,514,1020,491,2,0,0
1769151046.838024,2026-01-23 15:50:46.838,674,2,1,1,0,0,511,1020,491,2,0,0
1769151046.839024,2026-01-23 15:50:46.839,675,3,1,1,0,0,513,1020,492,2,0,0
1769151046.840024,2026-01-23 15:50:46.840,676,4,1,1,0,0,511,1020,492,2,0,0
1769151046.841024,2026-01-23 15:50:46.841,677,5,1,1,0,0,511,1020,492,2,0,0
1769151046.842024,2026-01-23 15:50:46.842,678,6,1,1,0,0,511,1020,492,2,0,0
1769151046.843024,2026-01-23 15:50:46.843,679,7,1,1,0,0,508,1020,492,2,0,0
1769151046.844024,2026-01-23 15:50:46.844,680,8,1,1,0,0,511,1020,492,2,0,0
1769151046.845024,2026-01-23 15:50:46.845,681,9,1,1,0,0,511,1020,492,2,0,0
1769151046.846024,2026-01-23 15:50:46.846,682,10,1,1,0,0,510,1020,492,2,0,0
1769151046.847024,2026-01-23 15:50:46.847,683,11,1,1,0,0,510,1020,491,2,0,0
1769151046.848024,2026-01-23 15:50:46.848,684,12,1,1,0,0,511,1020,491,2,0,0
1769151046.849024,2026-01-23 15:50:46.849,685,13,1,1,0,0,511,1020,491,2,0,0
1769151046.850024,2026-01-23 15:50:46.850,686,14,1,1,0,0,512,1020,491,2,0,0
1769151046.851024,2026-01-23 15:50:46.851,687,15,1,1,0,0,512,1020,492,2,0,0
1769151046.852024,2026-01-23 15:50:46.852,688,0,1,1,0,0,513,1020,492,2,0,0
1769151046.853024,2026-01-23 15:50:46.853,689,1,1,1,0,0,514,1020,494,2,0,0
1769151046.854024,2026-01-23 15:50:46.854,690,2,1,1,0,0,511,1020,495,2,0,0
1769151046.855024,2026-01-23 15:50:46.855,691,3,1,1,0,0,510,1020,496,2,0,0
1769151046.856024,2026-01-23 15:50:46.856,692,4,1,1,0,0,511,1020,496,2,0,0
1769151046.857024,2026-01-23 15:50:46.857,693,5,1,1,0,0,512,1020,497,2,0,0
1769151046.858024,2026-01-23 15:50:46.858,694,6,1,1,0,0,512,1020,497,2,0,0
1769151046.859024,2026-01-23 15:50:46.859,695,7,1,1,0,0,510,1020,497,2,0,0
1769151046.860024,2026-01-23 15:50:46.860,696,8,1,1,0,0,511,1020,497,2,0,0
1769151046.861024,2026-01-23 15:50:46.861,697,9,1,1,0,0,507,1020,497,2,0,0
1769151046.862024,2026-01-23 15:50:46.862,698,10,1,1,0,0,509,1020,497,2,0,0
1769151046.863024,2026-01-23 15:50:46.863,699,11,1,1,0,0,512,1020,497,2,0,0
1769151046.864024,2026-01-23 15:50:46.864,700,12,1,1,0,0,512,1020,497,2,0,0
1769151046.865024,2026-01-23 15:50:46.865,701,13,1,1,0,0,515,1020,496,2,0,0
1769151046.866024,2026-01-23 15:50:46.866,702,14,1,1,0,0,514,1020,497,2,0,0
1769151046.867024,2026-01-23 15:50:46.867,703,15,1,1,0,0,515,1020,498,2,0,0
1769151046.868024,2026-01-23 15:50:46.868,704,0,1,1,0,0,513,1020,499,2,0,0
1769151046.869024,2026-01-23 15:50:46.869,705,1,1,1,0,0,511,1020,499,2,0,0
1769151046.870024,2026-01-23 15:50:46.870,706,2,1,1,0,0,512,1020,500,2,0,0
1769151046.871024,2026-01-23 15:50:46.871,707,3,1,1,0,0,511,1020,502,2,0,0
1769151046.872024,2026-01-23 15:50:46.872,708,4,1,1,0,0,510,1020,503,2,0,0
1769151046.873024,2026-01-23 15:50:46.873,709,5,1,1,0,0,512,1020,503,2,0,0
1769151046.874024,2026-01-23 15:50:46.874,710,6,1,1,0,0,511,1020,504,2,0,0
1769151046.875024,2026-01-23 15:50:46.875,711,7,1,1,0,0,510,1020,504,2,0,0
1769151046.876024,2026-01-23 15:50:46.876,712,8,1,1,0,0,511,1020,504,2,0,0
1769151046.877024,2026-01-23 15:50:46.877,713,9,1,1,0,0,511,1020,504,2,0,0
1769151046.878024,2026-01-23 15:50:46.878,714,10,1,1,0,0,510,1020,504,2,0,0
1769151046.879024,2026-01-23 15:50:46.879,715,11,1,1,0,0,509,1020,503,2,0,0
1769151046.880024,2026-01-23 15:50:46.880,716,12,1,1,0,0,512,1020,503,2,0,0
1769151046.881024,2026-01-23 15:50:46.881,717,13,1,1,0,0,512,1020,503,2,0,0
1769151046.882024,2026-01-23 15:50:46.882,718,14,1,1,0,0,513,1020,502,2,0,0
1769151046.883024,2026-01-23 15:50:46.883,719,15,1,1,0,0,512,1020,503,2,0,0
1769151046.884024,2026-01-23 15:50:46.884,720,0,1,1,0,0,512,1020,504,2,0,0
1769151046.885024,2026-01-23 15:50:46.885,721,1,1,1,0,0,513,1020,504,2,0,0
1769151046.886024,2026-01-23 15:50:46.886,722,2,1,1,0,0,511,1020,505,2,0,0
1769151046.887024,2026-01-23 15:50:46.887,723,3,1,1,0,0,512,1020,506,2,0,0
1769151046.888024,2026-01-23 15:50:46.888,724,4,1,1,0,0,511,1020,508,2,0,0
1769151046.889024,2026-01-23 15:50:46.889,725,5,1,1,0,0,509,1020,508,2,0,0
1769151046.890024,2026-01-23 15:50:46.890,726,6,1,1,0,0,511,1020,509,2,0,0
1769151046.891024,2026-01-23 15:50:46.891,727,7,1,1,0,0,510,1020,509,2,0,0
1769151046.892024,2026-01-23 15:50:46.892,728,8,1,1,0,0,514,1020,509,2,0,0
1769151046.893024,2026-01-23 15:50:46.893,729,9,1,1,0,0,511,1020,508,2,0,0
1769151046.894024,2026-01-23 15:50:46.894,730,10,1,1,0,0,511,1020,509,2,0,0
1769151046.895024,2026-01-23 15:50:46.895,731,11,1,1,0,0,513,1020,509,2,0,0
1769151046.896024,2026-01-23 15:50:46.896,732,12,1,1,0,0,512,1020,509,2,0,0
1769151046.897024,2026-01-23 15:50:46.897,733,13,1,1,0,0,511,1020,508,2,0,0
1769151046.898024,2026-01-23 15:50:46.898,734,14,1,1,0,0,512,1020,508,2,0,0
1769151046.899024,2026-01-23 15:50:46.899,735,15,1,1,0,0,511,1020,508,2,0,0
1769151046.900024,2026-01-23 15:50:46.900,736,0,1,1,0,0,508,1020,508,2,0,0
1769151046.901024,2026-01-23 15:50:46.901,737,1,1,1,0,0,508,1020,508,2,0,0
1769151046.902024,2026-01-23 15:50:46.902,738,2,1,1,0,0,510,1020,510,2,0,0
1769151046.903024,2026-01-23 15:50:46.903,739,3,1,1,0,0,511,1020,511,2,0,0
1769151046.904024,2026-01-23 15:50:46.904,740,4,1,1,0,0,513,1020,512,2,0,0
1769151046.905024,2026-01-23 15:50:46.905,741,5,1,1,0,0,513,1020,512,2,0,0
1769151046.906024,2026-01-23 15:50:46.906,742,6,1,1,0,0,512,1020,513,2,0,0
1769151046.907024,2026-01-23 15:50:46.907,743,7,1,1,0,0,513,1020,513,2,0,0
1769151046.908024,2026-01-23 15:50:46.908,744,8,1,1,0,0,512,1020,514,2,0,0
1769151046.909024,2026-01-23 15:50:46.909,745,9,1,1,0,0,511,1020,513,2,0,0
1769151046.910024,2026-01-23 15:50:46.910,746,10,1,1,0,0,511,1020,513,2,0,0
1769151046.911024,2026-01-23 15:50:46.911,747,11,1,1,0,0,512,1020,513,2,0,0
1769151046.912024,2026-01-23 15:50:46.912,748,12,1,1,0,0,510,1020,512,2,0,0
1769151046.913024,2026-01-23 15:50:46.913,749,13,1,1,0,0,512,1020,512,2,0,0
1769151046.914024,2026-01-23 15:50:46.914,750,14,1,1,0,0,511,1020,511,2,0,0
1769151046.915024,2026-01-23 15:50:46.915,751,15,1,1,0,0,511,1020,511,2,0,0
1769151046.916024,2026-01-23 15:50:46.916,752,0,1,1,0,0,510,1020,511,2,0,0
1769151046.917024,2026-01-23 15:50:46.917,753,1,1,1,0,0,510,1020,510,2,0,0
1769151046.918024,2026-01-23 15:50:46.918,754,2,1,1,0,0,513,1020,511,2,0,0
1769151046.919024,2026-01-23 15:50:46.919,755,3,1,1,0,0,512,1020,511,2,0,0
1769151046.920024,2026-01-23 15:50:46.920,756,4,1,1,0,0,512,1020,512,2,0,0
1769151046.921024,2026-01-23 15:50:46.921,757,5,1,1,0,0,513,1020,512,2,0,0
1769151046.922024,2026-01-23 15:50:46.922,758,6,1,1,0,0,511,1020,514,2,0,0
1769151046.923024,2026-01-23 15:50:46.923,759,7,1,1,0,0,510,1020,515,2,0,0
1769151046.924024,2026-01-23 15:50:46.924,760,8,1,1,0,0,511,1020,515,2,0,0
1769151046.925024,2026-01-23 15:50:46.925,761,9,1,1,0,0,510,1020,515,2,0,0
1769151046.926024,2026-01-23 15:50:46.926,762,10,1,1,0,0,509,1020,515,2,0,0
1769151046.927024,2026-01-23 15:50:46.927,763,11,1,1,0,0,510,1020,515,2,0,0
1769151046.928024,2026-01-23 15:50:46.928,764,12,1,1,0,0,510,1020,515,2,0,0
1769151046.929024,2026-01-23 15:50:46.929,765,13,1,1,0,0,509,1020,515,2,0,0
1769151046.930024,2026-01-23 15:50:46.930,766,14,1,1,0,0,511,1020,514,2,0,0
1769151046.931024,2026-01-23 15:50:46.931,767,15,1,1,0,0,512,1020,514,2,0,0
1769151046.932024,2026-01-23 15:50:46.932,768,0,1,1,0,0,513,1020,514,2,0,0
1769151046.933024,2026-01-23 15:50:46.933,769,1,1,1,0,0,512,1020,514,2,0,0
1769151046.934024,2026-01-23 15:50:46.934,770,2,1,1,0,0,514,1020,515,2,0,0
1769151046.935024,2026-01-23 15:50:46.935,771,3,1,1,0,0,512,1020,516,2,0,0
1769151046.936024,2026-01-23 15:50:46.936,772,4,1,1,0,0,512,1020,517,2,0,0
1769151046.937024,2026-01-23 15:50:46.937,773,5,1,1,0,0,511,1020,519,2,0,0
1769151046.938024,2026-01-23 15:50:46.938,774,6,1,1,0,0,513,1020,520,2,0,0
1769151046.939024,2026-01-23 15:50:46.939,775,7,1,1,0,0,511,1020,521,2,0,0
1769151046.940024,2026-01-23 15:50:46.940,776,8,1,1,0,0,515,1020,522,2,0,0
1769151046.941024,2026-01-23 15:50:46.941,777,9,1,1,0,0,513,1020,523,2,0,0
1769151046.942024,2026-01-23 15:50:46.942,778,10,1,1,0,0,511,1020,524,2,0,0
1769151046.943024,2026-01-23 15:50:46.943,779,11,1,1,0,0,512,1020,523,2,0,0
1769151046.944024,2026-01-23 15:50:46.944,780,12,1,1,0,0,511,1020,523,2,0,0
1769151046.945024,2026-01-23 15:50:46.945,781,13,1,1,0,0,511,1020,524,2,0,0
1769151046.946024,2026-01-23 15:50:46.946,782,14,1,1,0,0,511,1020,524,2,0,0
1769151046.947024,2026-01-23 15:50:46.947,783,15,1,1,0,0,508,1020,524,2,0,0
1769151046.948024,2026-01-23 15:50:46.948,784,0,1,1,0,0,511,1020,523,2,0,0
1769151046.949024,2026-01-23 15:50:46.949,785,1,1,1,0,0,513,1020,524,2,0,0
1769151046.950024,2026-01-23 15:50:46.950,786,2,1,1,0,0,515,1020,524,2,0,0
1769151046.951024,2026-01-23 15:50:46.951,787,3,1,1,0,0,514,1020,525,2,0,0
1769151046.952024,2026-01-23 15:50:46.952,788,4,1,1,0,0,514,1020,526,2,0,0
1769151046.953024,2026-01-23 15:50:46.953,789,5,1,1,0,0,511,1020,528,2,0,0
1769151046.954024,2026-01-23 15:50:46.954,790,6,1,1,0,0,512,1020,529,2,0,0
1769151046.955024,2026-01-23 15:50:46.955,791,7,1,1,0,0,512,1020,529,2,0,0
1769151046.956024,2026-01-23 15:50:46.956,792,8,1,1,0,0,513,1020,529,2,0,0
1769151046.957024,2026-01-23 15:50:46.957,793,9,1,1,0,0,513,1020,529,2,0,0
1769151046.958024,2026-01-23 15:50:46.958,794,10,1,1,0,0,510,1020,530,2,0,0
1769151046.959024,2026-01-23 15:50:46.959,795,11,1,1,0,0,511,1020,530,2,0,0
1769151046.960024,2026-01-23 15:50:46.960,796,12,1,1,0,0,509,1020,529,2,0,0
1769151046.961024,2026-01-23 15:50:46.961,797,13,1,1,0,0,510,1020,529,2,0,0
1769151046.962024,2026-01-23 15:50:46.962,798,14,1,1,0,0,508,1020,529,2,0,0
1769151046.963024,2026-01-23 15:50:46.963,799,15,1,1,0,0,510,1020,529,2,0,0
1769151046.964024,2026-01-23 15:50:46.964,800,0,1,1,0,0,510,1020,528,2,0,0
1769151046.965024,2026-01-23 15:50:46.965,801,1,1,1,0,0,511,1020,528,2,0,0
1769151046.966024,2026-01-23 15:50:46.966,802,2,1,1,0,0,514,1020,527,2,0,0
1769151046.967024,2026-01-23 15:50:46.967,803,3,1,1,0,0,514,1020,528,2,0,0
1769151046.968024,2026-01-23 15:50:46.968,804,4,1,1,0,0,515,1020,528,2,0,0
1769151046.969024,2026-01-23 15:50:46.969,805,5,1,1,0,0,513,1020,529,2,0,0
1769151046.970024,2026-01-23 15:50:46.970,806,6,1,1,0,0,511,1020,531,2,0,0
1769151046.971024,2026-01-23 15:50:46.971,807,7,1,1,0,0,511,1020,531,2,0,0
1769151046.972024,2026-01-23 15:50:46.972,808,8,1,1,0,0,512,1020,532,2,0,0
1769151046.973024,2026-01-23 15:50:46.973,809,9,1,1,0,0,511,1020,532,2,0,0
1769151046.974024,2026-01-23 15:50:46.974,810,10,1,1,0,0,510,1020,533,2,0,0
1769151046.975024,2026-01-23 15:50:46.975,811,11,1,1,0,0,512,1020,533,2,0,0
1769151046.976024,2026-01-23 15:50:46.976,812,12,1,1,0,0,512,1020,532,2,0,0
1769151046.977024,2026-01-23 15:50:46.977,813,13,1,1,0,0,511,1020,531,2,0,0
1769151046.978024,2026-01-23 15:50:46.978,814,14,1,1,0,0,510,1020,531,2,0,0
1769151046.979024,2026-01-23 15:50:46.979,815,15,1,1,0,0,510,1020,530,2,0,0
1769151046.980024,2026-01-23 15:50:46.980,816,0,1,1,0,0,510,1020,529,2,0,0
1769151046.981024,2026-01-23 15:50:46.981,817,1,1,1,0,0,509,1020,529,2,0,0
1769151046.982024,2026-01-23 15:50:46.982,818,2,1,1,0,0,511,1020,528,2,0,0
1769151046.983024,2026-01-23 15:50:46.983,819,3,1,1,0,0,514,1020,528,2,0,0
1769151046.984024,2026-01-23 15:50:46.984,820,4,1,1,0,0,512,1020,529,2,0,0
1769151046.985024,2026-01-23 15:50:46.985,821,5,1,1,0,0,514,1020,530,2,0,0
1769151046.986024,2026-01-23 15:50:46.986,822,6,1,1,0,0,510,1020,530,2,0,0
1769151046.987024,2026-01-23 15:50:46.987,823,7,1,1,0,0,512,1020,530,2,0,0
1769151046.988024,2026-01-23 15:50:46.988,824,8,1,1,0,0,513,1020,531,2,0,0
1769151046.989024,2026-01-23 15:50:46.989,825,9,1,1,0,0,512,1020,531,2,0,0
1769151046.990024,2026-01-23 15:50:46.990,826,10,1,1,0,0,511,1020,531,2,0,0
1769151046.991024,2026-01-23 15:50:46.991,827,11,1,1,0,0,508,1020,530,2,0,0
1769151046.992024,2026-01-23 15:50:46.992,828,12,1,1,0,0,510,1020,529,2,0,0
1769151046.993024,2026-01-23 15:50:46.993,829,13,1,1,0,0,511,1020,529,2,0,0
1769151046.994024,2026-01-23 15:50:46.994,830,14,1,1,0,0,512,1020,528,2,0,0
1769151046.995024,2026-01-23 15:50:46.995,831,15,1,1,0,0,510,1020,528,2,0,0
1769151046.996024,2026-01-23 15:50:46.996,832,0,1,1,0,0,512,1020,527,2,0,0
1769151046.997024,2026-01-23 15:50:46.997,833,1,1,1,0,0,513,1020,526,2,0,0
1769151046.998024,2026-01-23 15:50:46.998,834,2,1,1,0,0,512,1020,525,2,0,0
1769151046.999024,2026-01-23 15:50:46.999,835,3,1,1,0,0,511,1020,525,2,0,0
1769151047.000024,2026-01-23 15:50:47.000,836,4,1,1,0,0,511,1020,526,2,0,0
1769151047.001024,2026-01-23 15:50:47.001,837,5,1,1,0,0,511,1020,526,2,0,0
1769151047.002024,2026-01-23 15:50:47.002,838,6,1,1,0,0,509,1020,527,2,0,0
1769151047.003024,2026-01-23 15:50:47.003,839,7,1,1,0,0,512,1020,527,2,0,0
1769151047.004024,2026-01-23 15:50:47.004,840,8,1,1,0,0,512,1020,527,2,0,0
1769151047.005024,2026-01-23 15:50:47.005,841,9,1,1,0,0,513,1020,528,2,0,0
1769151047.006024,2026-01-23 15:50:47.006,842,10,1,1,0,0,513,1020,528,2,0,0
1769151047.007024,2026-01-23 15:50:47.007,843,11,1,1,0,0,512,1020,528,2,0,0
1769151047.008024,2026-01-23 15:50:47.008,844,12,1,1,0,0,512,1020,528,2,0,0
1769151047.009024,2026-01-23 15:50:47.009,845,13,1,1,0,0,513,1020,528,2,0,0
1769151047.010024,2026-01-23 15:50:47.010,846,14,1,1,0,0,512,1020,527,2,0,0
1769151047.011024,2026-01-23 15:50:47.011,847,15,1,1,0,0,510,1020,527,2,0,0
1769151047.012024,2026-01-23 15:50:47.012,848,0,1,1,0,0,508,1020,526,2,0,0
1769151047.013024,2026-01-23 15:50:47.013,849,1,1,1,0,0,511,1020,525,2,0,0
1769151047.014024,2026-01-23 15:50:47.014,850,2,1,1,0,0,512,1020,524,2,0,0
1769151047.015024,2026-01-23 15:50:47.015,851,3,1,1,0,0,511,1020,524,2,0,0
1769151047.016024,2026-01-23 15:50:47.016,852,4,1,1,0,0,513,1020,523,2,0,0
1769151047.017024,2026-01-23 15:50:47.017,853,5,1,1,0,0,512,1020,523,2,0,0
1769151047.018024,2026-01-23 15:50:47.018,854,6,1,1,0,0,514,1020,523,2,0,0
1769151047.019024,2026-01-23 15:50:47.019,855,7,1,1,0,0,512,1020,523,2,0,0
1769151047.020024,2026-01-23 15:50:47.020,856,8,1,1,0,0,510,1020,524,2,0,0
1769151047.021024,2026-01-23 15:50:47.021,857,9,1,1,0,0,511,1020,525,2,0,0
1769151047.022024,2026-01-23 15:50:47.022,858,10,1,1,0,0,508,1020,526,2,0,0
1769151047.023024,2026-01-23 15:50:47.023,859,11,1,1,0,0,512,1020,525,2,0,0
1769151047.024024,2026-01-23 15:50:47.024,860,12,1,1,0,0,511,1020,525,2,0,0
1769151047.025024,2026-01-23 15:50:47.025,861,13,1,1,0,0,511,1020,524,2,0,0
1769151047.026024,2026-01-23 15:50:47.026,862,14,1,1,0,0,511,1020,524,2,0,0
1769151047.027024,2026-01-23 15:50:47.027,863,15,1,1,0,0,512,1020,523,2,0,0
