EMG_raw,EMG_processed,EDA_raw,EDA_processed,ECG_raw,ECG_processed,time_sec
512,0.4480718570834233,1020,1019.9951780273035,508,-1.5829026483075292,0.0
511,0.47360927820383875,1020,1019.9951702290194,508,-2.0058175821284316,0.001
512,0.5040756342379167,1020,1019.995162417635,507,-2.422555963494113,0.002
510,0.554859880206052,1020,1019.9951545931752,506,-2.827388330841755,0.003
510,0.5669615332384523,1020,1019.9951467556651,505,-3.215480965272777,0.004
512,0.6145798021840406,1020,1019.9951389051301,504,-3.583178526728796,0.005
512,0.6277261477411271,1020,1019.9951310415962,505,-3.9281613626958944,0.006
511,0.6330362384515449,1020,1019.9951231650888,505,-4.2494556662706815,0.007
513,0.6865876160878063,1020,1019.9951152756333,504,-4.547291874121365,0.008
513,0.6905776683667173,1020,1019.9951073732553,504,-4.82282511299764,0.009
511,0.6971697385285891,1020,1019.9950994579802,505,-5.0777475829308205,0.01
511,0.7135013313896619,1020,1019.9950915298331,505,-5.313835513994135,0.011
511,0.7406519343565902,1020,1019.9950835888384,505,-5.532482659487216,0.012
512,0.7763632786320174,1020,1019.9950756350207,505,-5.734276702609046,0.013
512,0.824319253792716,1020,1019.9950676684042,505,-5.918672626853726,0.014
512,0.8300029233539377,1020,1019.9950596890129,505,-6.083808041626755,0.015
512,0.8387463963606567,1020,1019.9950516968705,505,-6.226491223523804,0.016
508,0.8512214477748047,1020,1019.9950436920016,504,-6.342374759219466,0.017
511,0.8603707281791447,1020,1019.9950356744306,504,-6.426307368650015,0.018
510,0.8709828496341487,1020,1019.9950276441817,503,-6.472835469850962,0.019
511,0.9221381321542295,1020,1019.9950196012791,502,-6.47680691244179,0.02
510,0.993077359949214,1020,1019.9950115457467,502,-6.434014989968229,0.021
509,1.0653420231290027,1020,1019.9950034776087,501,-6.341813965419176,0.022
511,1.0974555455749813,1020,1019.9949953968888,502,-6.199639680508363,0.023
512,1.1513923041438876,1020,1019.9949873036111,502,-6.00938056762639,0.024
510,1.2045225628135732,1020,1019.9949791978,503,-5.775563688349623,0.025
513,1.246460853759552,1020,1019.9949710794803,504,-5.505343714507397,0.026
514,1.2709445588703139,1020,1019.9949629486763,505,-5.208305752758054,0.027
512,1.3332681806206872,1020,1019.9949548054127,506,-4.8961115611990955,0.028
514,1.358823304961665,1020,1019.9949466497136,506,-4.582029883621389,0.029
512,1.3448257352887867,1020,1019.9949384816035,506,-4.280393724995509,0.03
512,1.382585639406057,1020,1019.9949303011075,506,-4.006021122738048,0.031
514,1.419140657228077,1020,1019.994922108251,505,-3.773624506849552,0.032
512,1.406585111365323,1020,1019.9949139030599,505,-3.5972216274979987,0.033
511,1.4351188242459896,1020,1019.9949056855597,505,-3.4895525976583572,0.034
511,1.4874805338615724,1020,1019.9948974557759,506,-3.4615057199954227,0.035
510,1.5509483484769313,1020,1019.9948892137339,506,-3.521559712849221,0.036
510,1.5692688599307671,1020,1019.9948809594592,506,-3.6752589339488795,0.037
509,1.5841120424977013,1020,1019.9948726929773,506,-3.92474688031354,0.038
512,1.5810696061726826,1020,1019.9948644143145,505,-4.268388470989307,0.039
511,1.642091279408257,1020,1019.9948561234972,505,-4.700512904189369,0.04
511,1.7759047055586312,1020,1019.9948478205519,505,-5.211307612285287,0.041
511,1.9189557495500098,1020,1019.9948395055043,505,-5.786891454766771,0.042
511,1.8964769059681257,1020,1019.9948311783804,505,-6.40959168122059,0.043
514,1.9327088742299419,1020,1019.9948228392067,504,-7.058442414139542,0.044
515,1.9574504594474171,1020,1019.9948144880103,503,-7.709910192429296,0.045
515,2.0145418791818246,1020,1019.9948061248191,503,-8.33883404852909,0.046
513,2.014684107069761,1020,1019.9947977496612,501,-8.919545636969891,0.047
514,1.973745585386478,1020,1019.9947893625648,499,-9.427112210758905,0.048
514,2.0279170868583445,1020,1019.9947809635581,499,-9.838625043771202,0.049
509,2.032117462718597,1020,1019.9947725526694,498,-10.134441916423093,0.05
509,2.0202735905771347,1020,1019.9947641299262,497,-10.299287896496036,0.051
508,2.002013719563047,1020,1019.994755695357,497,-10.323124952858432,0.052
508,1.9835658348017904,1020,1019.9947472489897,497,-10.201716713837301,0.053
510,2.0024195924677497,1020,1019.9947387908536,498,-9.936838217869761,0.054
509,1.966635477579419,1020,1019.9947303209782,499,-9.536109912477338,0.055
509,1.9629662575669535,1020,1019.9947218393935,500,-9.012467248861931,0.056
511,1.9692570736658008,1020,1019.99471334613,501,-8.383307675735733,0.057
514,1.927188716021846,1020,1019.9947048412181,502,-7.669381852940278,0.058
515,1.9322331016280174,1020,1019.9946963246883,503,-6.893513539473225,0.059
